Theta, Alpha, Low_beta, High_beta, Gamma
2.690805328,1.045608279,0.824117266,0.420972033,0.132630568
90.54051674,14.87080468,17.19189052,6.059836261,1.91838966
2.350401,1.283854566,0.902251314,0.540850816,0.271973011
270.2339526,83.52907029,113.4005376,26.40326829,10.86780666
3.530033072,1.120963655,0.849945272,0.373837597,0.1502619
1.543469167,0.758464199,0.495712239,0.328257473,0.14051646
13.19540132,1.96014512,2.558473971,1.22362722,0.427068239
1.129681931,0.681690293,0.41159859,0.188660582,0.18667845
8.783707189,3.86154873,2.211781017,0.601821289,0.412707814
1.697460534,0.992681453,0.877498144,0.313057973,0.150284989
1.543469167,0.758464199,0.495712239,0.328257473,0.14051646
13.19540132,1.96014512,2.558473971,1.22362722,0.427068239
1.129681931,0.681690293,0.41159859,0.188660582,0.18667845
8.783707189,3.86154873,2.211781017,0.601821289,0.412707814
1.697460534,0.992681453,0.877498144,0.313057973,0.150284989
1.543469167,0.758464199,0.495712239,0.328257473,0.14051646
13.19540132,1.96014512,2.558473971,1.22362722,0.427068239
1.129681931,0.681690293,0.41159859,0.188660582,0.18667845
8.783707189,3.86154873,2.211781017,0.601821289,0.412707814
1.697460534,0.992681453,0.877498144,0.313057973,0.150284989
1.543469167,0.758464199,0.495712239,0.328257473,0.14051646
13.19540132,1.96014512,2.558473971,1.22362722,0.427068239
1.129681931,0.681690293,0.41159859,0.188660582,0.18667845
8.783707189,3.86154873,2.211781017,0.601821289,0.412707814
1.697460534,0.992681453,0.877498144,0.313057973,0.150284989
1.543469167,0.758464199,0.495712239,0.328257473,0.14051646
13.19540132,1.96014512,2.558473971,1.22362722,0.427068239
1.129681931,0.681690293,0.41159859,0.188660582,0.18667845
8.783707189,3.86154873,2.211781017,0.601821289,0.412707814
1.697460534,0.992681453,0.877498144,0.313057973,0.150284989
0.778811571,0.275842406,0.446466241,0.459456155,0.228259387
0.863328676,0.798767031,0.356765859,0.352940659,0.15892432
0.398140557,0.301150158,0.33131476,0.351929706,0.307251772
3.416997015,1.773573672,0.486407715,0.266574714,0.142443652
0.692298473,0.62181634,0.555545397,0.45863621,0.250734986
0.778811571,0.275842406,0.446466241,0.459456155,0.228259387
0.863328676,0.798767031,0.356765859,0.352940659,0.15892432
0.398140557,0.301150158,0.33131476,0.351929706,0.307251772
3.416997015,1.773573672,0.486407715,0.266574714,0.142443652
0.692298473,0.62181634,0.555545397,0.45863621,0.250734986
0.778811571,0.275842406,0.446466241,0.459456155,0.228259387
0.863328676,0.798767031,0.356765859,0.352940659,0.15892432
0.398140557,0.301150158,0.33131476,0.351929706,0.307251772
3.416997015,1.773573672,0.486407715,0.266574714,0.142443652
0.692298473,0.62181634,0.555545397,0.45863621,0.250734986
0.778811571,0.275842406,0.446466241,0.459456155,0.228259387
0.863328676,0.798767031,0.356765859,0.352940659,0.15892432
0.398140557,0.301150158,0.33131476,0.351929706,0.307251772
3.416997015,1.773573672,0.486407715,0.266574714,0.142443652
0.692298473,0.62181634,0.555545397,0.45863621,0.250734986
0.778811571,0.275842406,0.446466241,0.459456155,0.228259387
0.863328676,0.798767031,0.356765859,0.352940659,0.15892432
0.398140557,0.301150158,0.33131476,0.351929706,0.307251772
3.416997015,1.773573672,0.486407715,0.266574714,0.142443652
0.692298473,0.62181634,0.555545397,0.45863621,0.250734986
1.706864971,0.512693258,0.986836602,0.380375141,0.373384895
4.359917275,2.738947644,1.377140418,0.531217357,0.256013881
0.364844529,0.404402715,0.584785414,0.740709638,0.286784624
27.53200287,21.25755938,3.265195772,3.357608341,1.096828511
0.643819507,0.396905345,0.545398703,0.512059662,0.407660109
1.706864971,0.512693258,0.986836602,0.380375141,0.373384895
4.359917275,2.738947644,1.377140418,0.531217357,0.256013881
0.364844529,0.404402715,0.584785414,0.740709638,0.286784624
27.53200287,21.25755938,3.265195772,3.357608341,1.096828511
0.643819507,0.396905345,0.545398703,0.512059662,0.407660109
1.706864971,0.512693258,0.986836602,0.380375141,0.373384895
4.359917275,2.738947644,1.377140418,0.531217357,0.256013881
0.364844529,0.404402715,0.584785414,0.740709638,0.286784624
27.53200287,21.25755938,3.265195772,3.357608341,1.096828511
0.643819507,0.396905345,0.545398703,0.512059662,0.407660109
1.706864971,0.512693258,0.986836602,0.380375141,0.373384895
4.359917275,2.738947644,1.377140418,0.531217357,0.256013881
0.364844529,0.404402715,0.584785414,0.740709638,0.286784624
27.53200287,21.25755938,3.265195772,3.357608341,1.096828511
0.643819507,0.396905345,0.545398703,0.512059662,0.407660109
1.706864971,0.512693258,0.986836602,0.380375141,0.373384895
4.359917275,2.738947644,1.377140418,0.531217357,0.256013881
0.364844529,0.404402715,0.584785414,0.740709638,0.286784624
27.53200287,21.25755938,3.265195772,3.357608341,1.096828511
0.643819507,0.396905345,0.545398703,0.512059662,0.407660109
2.296005006,0.724261336,1.085117911,0.395780295,0.38874442
14.43050264,5.137031445,4.320479648,1.698204916,0.404882356
1.134358257,0.832040177,1.091480617,0.83874432,0.340856554
56.18503519,210.7517779,20.69242629,54.11270664,15.88049034
1.488884748,0.616179586,1.026739217,0.606848577,0.456721041
2.296005006,0.724261336,1.085117911,0.395780295,0.38874442
14.43050264,5.137031445,4.320479648,1.698204916,0.404882356
1.134358257,0.832040177,1.091480617,0.83874432,0.340856554
56.18503519,210.7517779,20.69242629,54.11270664,15.88049034
1.488884748,0.616179586,1.026739217,0.606848577,0.456721041
2.296005006,0.724261336,1.085117911,0.395780295,0.38874442
14.43050264,5.137031445,4.320479648,1.698204916,0.404882356
1.134358257,0.832040177,1.091480617,0.83874432,0.340856554
56.18503519,210.7517779,20.69242629,54.11270664,15.88049034
1.488884748,0.616179586,1.026739217,0.606848577,0.456721041
2.296005006,0.724261336,1.085117911,0.395780295,0.38874442
14.43050264,5.137031445,4.320479648,1.698204916,0.404882356
1.134358257,0.832040177,1.091480617,0.83874432,0.340856554
56.18503519,210.7517779,20.69242629,54.11270664,15.88049034
1.488884748,0.616179586,1.026739217,0.606848577,0.456721041
2.296005006,0.724261336,1.085117911,0.395780295,0.38874442
14.43050264,5.137031445,4.320479648,1.698204916,0.404882356
1.134358257,0.832040177,1.091480617,0.83874432,0.340856554
56.18503519,210.7517779,20.69242629,54.11270664,15.88049034
1.488884748,0.616179586,1.026739217,0.606848577,0.456721041
1.694368766,0.573840132,1.142726214,0.279714969,0.429787352
9.928877586,2.918453948,2.275665368,1.067493472,0.360833682
1.366024578,1.657709917,1.553662057,0.872621304,0.429374098
78.09471812,246.5810808,26.4631531,84.69111305,23.79685295
1.562666098,0.617750312,1.333449689,0.410829039,0.396081337
1.694368766,0.573840132,1.142726214,0.279714969,0.429787352
9.928877586,2.918453948,2.275665368,1.067493472,0.360833682
1.366024578,1.657709917,1.553662057,0.872621304,0.429374098
78.09471812,246.5810808,26.4631531,84.69111305,23.79685295
1.562666098,0.617750312,1.333449689,0.410829039,0.396081337
1.694368766,0.573840132,1.142726214,0.279714969,0.429787352
9.928877586,2.918453948,2.275665368,1.067493472,0.360833682
1.366024578,1.657709917,1.553662057,0.872621304,0.429374098
78.09471812,246.5810808,26.4631531,84.69111305,23.79685295
1.562666098,0.617750312,1.333449689,0.410829039,0.396081337
1.694368766,0.573840132,1.142726214,0.279714969,0.429787352
9.928877586,2.918453948,2.275665368,1.067493472,0.360833682
1.366024578,1.657709917,1.553662057,0.872621304,0.429374098
78.09471812,246.5810808,26.4631531,84.69111305,23.79685295
1.562666098,0.617750312,1.333449689,0.410829039,0.396081337
1.694368766,0.573840132,1.142726214,0.279714969,0.429787352
9.928877586,2.918453948,2.275665368,1.067493472,0.360833682
1.366024578,1.657709917,1.553662057,0.872621304,0.429374098
78.09471812,246.5810808,26.4631531,84.69111305,23.79685295
1.562666098,0.617750312,1.333449689,0.410829039,0.396081337
2.437078206,0.636181326,0.805240212,0.193725165,0.510509076
4.99757669,0.54446844,0.363631078,0.396241883,0.267124484
1.663924968,2.222401748,2.653686687,1.081042744,0.460720754
24.58719028,26.13851105,17.74636105,13.40526321,5.024425776
2.265510312,0.632067045,0.814014205,0.265093773,0.433432615
2.437078206,0.636181326,0.805240212,0.193725165,0.510509076
4.99757669,0.54446844,0.363631078,0.396241883,0.267124484
1.663924968,2.222401748,2.653686687,1.081042744,0.460720754
24.58719028,26.13851105,17.74636105,13.40526321,5.024425776
2.265510312,0.632067045,0.814014205,0.265093773,0.433432615
2.437078206,0.636181326,0.805240212,0.193725165,0.510509076
4.99757669,0.54446844,0.363631078,0.396241883,0.267124484
1.663924968,2.222401748,2.653686687,1.081042744,0.460720754
24.58719028,26.13851105,17.74636105,13.40526321,5.024425776
2.265510312,0.632067045,0.814014205,0.265093773,0.433432615
2.437078206,0.636181326,0.805240212,0.193725165,0.510509076
4.99757669,0.54446844,0.363631078,0.396241883,0.267124484
1.663924968,2.222401748,2.653686687,1.081042744,0.460720754
24.58719028,26.13851105,17.74636105,13.40526321,5.024425776
2.265510312,0.632067045,0.814014205,0.265093773,0.433432615
2.437078206,0.636181326,0.805240212,0.193725165,0.510509076
4.99757669,0.54446844,0.363631078,0.396241883,0.267124484
1.663924968,2.222401748,2.653686687,1.081042744,0.460720754
24.58719028,26.13851105,17.74636105,13.40526321,5.024425776
2.265510312,0.632067045,0.814014205,0.265093773,0.433432615
2.869748973,0.60197993,0.797261844,0.299324396,0.337826277
1.868288228,0.669366031,0.192894501,0.178986588,0.146982681
1.210119176,0.795009062,0.793244553,0.491681684,0.310480794
10.53877542,4.160681286,8.414305951,1.95676714,1.718582589
3.391545693,0.633014703,0.612142105,0.322343393,0.337064015
2.869748973,0.60197993,0.797261844,0.299324396,0.337826277
1.868288228,0.669366031,0.192894501,0.178986588,0.146982681
1.210119176,0.795009062,0.793244553,0.491681684,0.310480794
10.53877542,4.160681286,8.414305951,1.95676714,1.718582589
3.391545693,0.633014703,0.612142105,0.322343393,0.337064015
2.869748973,0.60197993,0.797261844,0.299324396,0.337826277
1.868288228,0.669366031,0.192894501,0.178986588,0.146982681
1.210119176,0.795009062,0.793244553,0.491681684,0.310480794
10.53877542,4.160681286,8.414305951,1.95676714,1.718582589
3.391545693,0.633014703,0.612142105,0.322343393,0.337064015
2.869748973,0.60197993,0.797261844,0.299324396,0.337826277
1.868288228,0.669366031,0.192894501,0.178986588,0.146982681
1.210119176,0.795009062,0.793244553,0.491681684,0.310480794
10.53877542,4.160681286,8.414305951,1.95676714,1.718582589
3.391545693,0.633014703,0.612142105,0.322343393,0.337064015
3.503176987,0.846523593,1.128809327,0.293195258,0.237676527
0.778297489,1.195056925,0.609069316,0.184779135,0.15589952
1.159579821,0.716438197,0.317482711,0.493135748,0.276492696
4.255243088,3.506601542,4.53856234,1.031013088,1.02089613
3.165057647,0.734310115,1.035641782,0.331320187,0.263877516
3.503176987,0.846523593,1.128809327,0.293195258,0.237676527
0.778297489,1.195056925,0.609069316,0.184779135,0.15589952
1.159579821,0.716438197,0.317482711,0.493135748,0.276492696
4.255243088,3.506601542,4.53856234,1.031013088,1.02089613
3.165057647,0.734310115,1.035641782,0.331320187,0.263877516
3.503176987,0.846523593,1.128809327,0.293195258,0.237676527
0.778297489,1.195056925,0.609069316,0.184779135,0.15589952
1.159579821,0.716438197,0.317482711,0.493135748,0.276492696
4.255243088,3.506601542,4.53856234,1.031013088,1.02089613
3.165057647,0.734310115,1.035641782,0.331320187,0.263877516
3.503176987,0.846523593,1.128809327,0.293195258,0.237676527
0.778297489,1.195056925,0.609069316,0.184779135,0.15589952
1.159579821,0.716438197,0.317482711,0.493135748,0.276492696
4.255243088,3.506601542,4.53856234,1.031013088,1.02089613
3.165057647,0.734310115,1.035641782,0.331320187,0.263877516
3.503176987,0.846523593,1.128809327,0.293195258,0.237676527
0.778297489,1.195056925,0.609069316,0.184779135,0.15589952
1.159579821,0.716438197,0.317482711,0.493135748,0.276492696
4.255243088,3.506601542,4.53856234,1.031013088,1.02089613
3.165057647,0.734310115,1.035641782,0.331320187,0.263877516
7.644058277,1.54645194,1.384735309,0.480429945,0.293668996
3.217735484,1.08848824,1.632248119,0.665458054,0.247868809
1.873654269,0.956263143,2.265652987,2.157626221,0.652349432
15.38562813,12.91841626,7.044417731,2.289098497,1.773891374
3.95590699,1.219573887,1.273231947,0.584052167,0.335719426
7.644058277,1.54645194,1.384735309,0.480429945,0.293668996
3.217735484,1.08848824,1.632248119,0.665458054,0.247868809
1.873654269,0.956263143,2.265652987,2.157626221,0.652349432
15.38562813,12.91841626,7.044417731,2.289098497,1.773891374
3.95590699,1.219573887,1.273231947,0.584052167,0.335719426
7.644058277,1.54645194,1.384735309,0.480429945,0.293668996
3.217735484,1.08848824,1.632248119,0.665458054,0.247868809
1.873654269,0.956263143,2.265652987,2.157626221,0.652349432
15.38562813,12.91841626,7.044417731,2.289098497,1.773891374
3.95590699,1.219573887,1.273231947,0.584052167,0.335719426
7.644058277,1.54645194,1.384735309,0.480429945,0.293668996
3.217735484,1.08848824,1.632248119,0.665458054,0.247868809
1.873654269,0.956263143,2.265652987,2.157626221,0.652349432
15.38562813,12.91841626,7.044417731,2.289098497,1.773891374
3.95590699,1.219573887,1.273231947,0.584052167,0.335719426
7.644058277,1.54645194,1.384735309,0.480429945,0.293668996
3.217735484,1.08848824,1.632248119,0.665458054,0.247868809
1.873654269,0.956263143,2.265652987,2.157626221,0.652349432
15.38562813,12.91841626,7.044417731,2.289098497,1.773891374
3.95590699,1.219573887,1.273231947,0.584052167,0.335719426
6.499542584,1.641146682,1.988095991,0.598183532,0.298518748
2.845543807,0.615624039,1.579958402,1.034663886,0.397619608
1.660814474,1.379567437,3.861049617,2.284040114,1.009274138
97.55244936,43.78326612,17.53527492,8.003268981,4.029237585
2.749271606,1.245373923,2.569400629,0.630515102,0.312812924
6.499542584,1.641146682,1.988095991,0.598183532,0.298518748
2.845543807,0.615624039,1.579958402,1.034663886,0.397619608
1.660814474,1.379567437,3.861049617,2.284040114,1.009274138
97.55244936,43.78326612,17.53527492,8.003268981,4.029237585
2.749271606,1.245373923,2.569400629,0.630515102,0.312812924
6.499542584,1.641146682,1.988095991,0.598183532,0.298518748
2.845543807,0.615624039,1.579958402,1.034663886,0.397619608
1.660814474,1.379567437,3.861049617,2.284040114,1.009274138
97.55244936,43.78326612,17.53527492,8.003268981,4.029237585
2.749271606,1.245373923,2.569400629,0.630515102,0.312812924
6.499542584,1.641146682,1.988095991,0.598183532,0.298518748
2.845543807,0.615624039,1.579958402,1.034663886,0.397619608
1.660814474,1.379567437,3.861049617,2.284040114,1.009274138
97.55244936,43.78326612,17.53527492,8.003268981,4.029237585
2.749271606,1.245373923,2.569400629,0.630515102,0.312812924
6.499542584,1.641146682,1.988095991,0.598183532,0.298518748
2.845543807,0.615624039,1.579958402,1.034663886,0.397619608
1.660814474,1.379567437,3.861049617,2.284040114,1.009274138
97.55244936,43.78326612,17.53527492,8.003268981,4.029237585
2.749271606,1.245373923,2.569400629,0.630515102,0.312812924
3.782352734,1.597833265,2.391849235,0.465398925,0.273464011
0.572340761,0.251917439,1.622737033,0.549769471,0.629106764
1.001865061,1.778205592,5.322011891,1.429051473,1.104635943
121.421145,42.08412316,34.41505127,10.48903947,3.226035224
1.974480846,1.648754603,3.308559337,0.563273022,0.346536135
3.782352734,1.597833265,2.391849235,0.465398925,0.273464011
0.572340761,0.251917439,1.622737033,0.549769471,0.629106764
1.001865061,1.778205592,5.322011891,1.429051473,1.104635943
121.421145,42.08412316,34.41505127,10.48903947,3.226035224
1.974480846,1.648754603,3.308559337,0.563273022,0.346536135
3.782352734,1.597833265,2.391849235,0.465398925,0.273464011
0.572340761,0.251917439,1.622737033,0.549769471,0.629106764
1.001865061,1.778205592,5.322011891,1.429051473,1.104635943
121.421145,42.08412316,34.41505127,10.48903947,3.226035224
1.974480846,1.648754603,3.308559337,0.563273022,0.346536135
3.782352734,1.597833265,2.391849235,0.465398925,0.273464011
0.572340761,0.251917439,1.622737033,0.549769471,0.629106764
1.001865061,1.778205592,5.322011891,1.429051473,1.104635943
121.421145,42.08412316,34.41505127,10.48903947,3.226035224
1.974480846,1.648754603,3.308559337,0.563273022,0.346536135
3.782352734,1.597833265,2.391849235,0.465398925,0.273464011
0.572340761,0.251917439,1.622737033,0.549769471,0.629106764
1.001865061,1.778205592,5.322011891,1.429051473,1.104635943
121.421145,42.08412316,34.41505127,10.48903947,3.226035224
1.974480846,1.648754603,3.308559337,0.563273022,0.346536135
1.535935995,1.241215118,3.632798519,0.32341542,0.562908352
0.788550845,0.270776814,3.352050821,0.488939479,0.73394672
2.051713489,0.727494724,12.96142823,1.664429792,2.117808357
133.2306843,76.7674429,55.09201136,23.29510687,6.913417879
1.613139799,1.619462811,5.019942321,0.528261186,0.686325918
1.535935995,1.241215118,3.632798519,0.32341542,0.562908352
0.788550845,0.270776814,3.352050821,0.488939479,0.73394672
2.051713489,0.727494724,12.96142823,1.664429792,2.117808357
133.2306843,76.7674429,55.09201136,23.29510687,6.913417879
1.613139799,1.619462811,5.019942321,0.528261186,0.686325918
1.535935995,1.241215118,3.632798519,0.32341542,0.562908352
0.788550845,0.270776814,3.352050821,0.488939479,0.73394672
2.051713489,0.727494724,12.96142823,1.664429792,2.117808357
133.2306843,76.7674429,55.09201136,23.29510687,6.913417879
1.613139799,1.619462811,5.019942321,0.528261186,0.686325918
1.535935995,1.241215118,3.632798519,0.32341542,0.562908352
0.788550845,0.270776814,3.352050821,0.488939479,0.73394672
2.051713489,0.727494724,12.96142823,1.664429792,2.117808357
133.2306843,76.7674429,55.09201136,23.29510687,6.913417879
1.613139799,1.619462811,5.019942321,0.528261186,0.686325918
1.535935995,1.241215118,3.632798519,0.32341542,0.562908352
0.788550845,0.270776814,3.352050821,0.488939479,0.73394672
2.051713489,0.727494724,12.96142823,1.664429792,2.117808357
133.2306843,76.7674429,55.09201136,23.29510687,6.913417879
1.613139799,1.619462811,5.019942321,0.528261186,0.686325918
2.352652171,0.917831808,2.258718343,0.357189456,0.477556565
0.784249158,0.345169995,2.051828462,0.229205829,0.678489946
1.747162346,1.007246148,7.125914005,1.106811774,1.583566815
100.8258202,56.5434623,40.04822865,17.84759037,4.921623275
3.582906059,0.734787074,3.037375835,0.440556506,0.607770585
2.352652171,0.917831808,2.258718343,0.357189456,0.477556565
0.784249158,0.345169995,2.051828462,0.229205829,0.678489946
1.747162346,1.007246148,7.125914005,1.106811774,1.583566815
100.8258202,56.5434623,40.04822865,17.84759037,4.921623275
3.582906059,0.734787074,3.037375835,0.440556506,0.607770585
2.352652171,0.917831808,2.258718343,0.357189456,0.477556565
0.784249158,0.345169995,2.051828462,0.229205829,0.678489946
1.747162346,1.007246148,7.125914005,1.106811774,1.583566815
100.8258202,56.5434623,40.04822865,17.84759037,4.921623275
3.582906059,0.734787074,3.037375835,0.440556506,0.607770585
2.352652171,0.917831808,2.258718343,0.357189456,0.477556565
0.784249158,0.345169995,2.051828462,0.229205829,0.678489946
1.747162346,1.007246148,7.125914005,1.106811774,1.583566815
100.8258202,56.5434623,40.04822865,17.84759037,4.921623275
3.582906059,0.734787074,3.037375835,0.440556506,0.607770585
2.352652171,0.917831808,2.258718343,0.357189456,0.477556565
0.784249158,0.345169995,2.051828462,0.229205829,0.678489946
1.747162346,1.007246148,7.125914005,1.106811774,1.583566815
100.8258202,56.5434623,40.04822865,17.84759037,4.921623275
3.582906059,0.734787074,3.037375835,0.440556506,0.607770585
2.149320918,0.398514908,2.673618788,0.615053152,0.305562047
0.475625215,0.373990376,2.107945243,0.257839891,0.724205491
1.308024915,0.826230825,3.777791516,0.91884223,1.497340248
116.9599073,29.75025662,27.03925605,10.10643106,1.610510442
4.318728398,0.342221056,2.803245274,0.609528197,0.449291015
2.149320918,0.398514908,2.673618788,0.615053152,0.305562047
0.475625215,0.373990376,2.107945243,0.257839891,0.724205491
1.308024915,0.826230825,3.777791516,0.91884223,1.497340248
116.9599073,29.75025662,27.03925605,10.10643106,1.610510442
4.318728398,0.342221056,2.803245274,0.609528197,0.449291015
2.149320918,0.398514908,2.673618788,0.615053152,0.305562047
0.475625215,0.373990376,2.107945243,0.257839891,0.724205491
1.308024915,0.826230825,3.777791516,0.91884223,1.497340248
116.9599073,29.75025662,27.03925605,10.10643106,1.610510442
4.318728398,0.342221056,2.803245274,0.609528197,0.449291015
2.149320918,0.398514908,2.673618788,0.615053152,0.305562047
0.475625215,0.373990376,2.107945243,0.257839891,0.724205491
1.308024915,0.826230825,3.777791516,0.91884223,1.497340248
116.9599073,29.75025662,27.03925605,10.10643106,1.610510442
4.318728398,0.342221056,2.803245274,0.609528197,0.449291015
2.149320918,0.398514908,2.673618788,0.615053152,0.305562047
0.475625215,0.373990376,2.107945243,0.257839891,0.724205491
1.308024915,0.826230825,3.777791516,0.91884223,1.497340248
116.9599073,29.75025662,27.03925605,10.10643106,1.610510442
4.318728398,0.342221056,2.803245274,0.609528197,0.449291015
1.087143348,0.449387968,2.563555859,0.472659861,0.383836055
0.886571682,0.744904571,3.083689072,0.320986545,0.66416322
0.937167886,1.461065648,5.572098798,1.051901694,1.682133992
85.63753449,10.45797143,15.13192698,5.997334454,1.815747536
1.591825695,0.658448643,3.021622855,0.408089521,0.417622994
1.087143348,0.449387968,2.563555859,0.472659861,0.383836055
0.886571682,0.744904571,3.083689072,0.320986545,0.66416322
0.937167886,1.461065648,5.572098798,1.051901694,1.682133992
85.63753449,10.45797143,15.13192698,5.997334454,1.815747536
1.591825695,0.658448643,3.021622855,0.408089521,0.417622994
1.087143348,0.449387968,2.563555859,0.472659861,0.383836055
0.886571682,0.744904571,3.083689072,0.320986545,0.66416322
0.937167886,1.461065648,5.572098798,1.051901694,1.682133992
85.63753449,10.45797143,15.13192698,5.997334454,1.815747536
1.591825695,0.658448643,3.021622855,0.408089521,0.417622994
1.087143348,0.449387968,2.563555859,0.472659861,0.383836055
0.886571682,0.744904571,3.083689072,0.320986545,0.66416322
0.937167886,1.461065648,5.572098798,1.051901694,1.682133992
85.63753449,10.45797143,15.13192698,5.997334454,1.815747536
1.591825695,0.658448643,3.021622855,0.408089521,0.417622994
1.087143348,0.449387968,2.563555859,0.472659861,0.383836055
0.886571682,0.744904571,3.083689072,0.320986545,0.66416322
0.937167886,1.461065648,5.572098798,1.051901694,1.682133992
85.63753449,10.45797143,15.13192698,5.997334454,1.815747536
1.591825695,0.658448643,3.021622855,0.408089521,0.417622994
0.802572258,0.401470898,2.050575623,0.381701083,0.516673104
0.720894197,0.436816272,2.068072678,0.315853508,0.504017213
0.71436309,1.036524703,4.299466969,1.148790654,1.462181741
29.91807736,6.689198393,8.035474223,3.061632337,1.504537301
0.72133631,0.478617109,2.680886822,0.284401762,0.477827245
0.802572258,0.401470898,2.050575623,0.381701083,0.516673104
0.720894197,0.436816272,2.068072678,0.315853508,0.504017213
0.71436309,1.036524703,4.299466969,1.148790654,1.462181741
29.91807736,6.689198393,8.035474223,3.061632337,1.504537301
0.72133631,0.478617109,2.680886822,0.284401762,0.477827245
0.802572258,0.401470898,2.050575623,0.381701083,0.516673104
0.720894197,0.436816272,2.068072678,0.315853508,0.504017213
0.71436309,1.036524703,4.299466969,1.148790654,1.462181741
29.91807736,6.689198393,8.035474223,3.061632337,1.504537301
0.72133631,0.478617109,2.680886822,0.284401762,0.477827245
0.802572258,0.401470898,2.050575623,0.381701083,0.516673104
0.720894197,0.436816272,2.068072678,0.315853508,0.504017213
0.71436309,1.036524703,4.299466969,1.148790654,1.462181741
29.91807736,6.689198393,8.035474223,3.061632337,1.504537301
0.72133631,0.478617109,2.680886822,0.284401762,0.477827245
0.802572258,0.401470898,2.050575623,0.381701083,0.516673104
0.720894197,0.436816272,2.068072678,0.315853508,0.504017213
0.71436309,1.036524703,4.299466969,1.148790654,1.462181741
29.91807736,6.689198393,8.035474223,3.061632337,1.504537301
0.72133631,0.478617109,2.680886822,0.284401762,0.477827245
1.685149708,0.73006578,2.286981376,0.41229305,0.481271491
1.404610165,0.56199816,1.227454751,0.540662011,0.439230622
1.203927898,1.158804153,1.731487747,1.223626125,0.915983593
8.928578429,4.893900262,8.909925456,1.979340746,1.019390378
1.995704045,0.84252631,2.499651298,0.404994878,0.544525861
1.685149708,0.73006578,2.286981376,0.41229305,0.481271491
1.404610165,0.56199816,1.227454751,0.540662011,0.439230622
1.203927898,1.158804153,1.731487747,1.223626125,0.915983593
8.928578429,4.893900262,8.909925456,1.979340746,1.019390378
1.995704045,0.84252631,2.499651298,0.404994878,0.544525861
1.685149708,0.73006578,2.286981376,0.41229305,0.481271491
1.404610165,0.56199816,1.227454751,0.540662011,0.439230622
1.203927898,1.158804153,1.731487747,1.223626125,0.915983593
8.928578429,4.893900262,8.909925456,1.979340746,1.019390378
1.995704045,0.84252631,2.499651298,0.404994878,0.544525861
1.685149708,0.73006578,2.286981376,0.41229305,0.481271491
1.404610165,0.56199816,1.227454751,0.540662011,0.439230622
1.203927898,1.158804153,1.731487747,1.223626125,0.915983593
8.928578429,4.893900262,8.909925456,1.979340746,1.019390378
1.995704045,0.84252631,2.499651298,0.404994878,0.544525861
1.685149708,0.73006578,2.286981376,0.41229305,0.481271491
1.404610165,0.56199816,1.227454751,0.540662011,0.439230622
1.203927898,1.158804153,1.731487747,1.223626125,0.915983593
8.928578429,4.893900262,8.909925456,1.979340746,1.019390378
1.995704045,0.84252631,2.499651298,0.404994878,0.544525861
2.851102863,1.050541125,4.827622099,0.816968427,0.561036279
3.1179978,0.355691007,0.55488071,0.62230926,0.425405623
2.508342823,1.273579088,2.559725173,1.621423253,1.105966971
3.805897553,1.866957969,5.178353416,0.762549586,0.623383519
4.145699403,1.13647031,3.948504444,0.662600231,0.594172009
2.851102863,1.050541125,4.827622099,0.816968427,0.561036279
3.1179978,0.355691007,0.55488071,0.62230926,0.425405623
2.508342823,1.273579088,2.559725173,1.621423253,1.105966971
3.805897553,1.866957969,5.178353416,0.762549586,0.623383519
4.145699403,1.13647031,3.948504444,0.662600231,0.594172009
2.851102863,1.050541125,4.827622099,0.816968427,0.561036279
3.1179978,0.355691007,0.55488071,0.62230926,0.425405623
2.508342823,1.273579088,2.559725173,1.621423253,1.105966971
3.805897553,1.866957969,5.178353416,0.762549586,0.623383519
4.145699403,1.13647031,3.948504444,0.662600231,0.594172009
2.851102863,1.050541125,4.827622099,0.816968427,0.561036279
3.1179978,0.355691007,0.55488071,0.62230926,0.425405623
2.508342823,1.273579088,2.559725173,1.621423253,1.105966971
3.805897553,1.866957969,5.178353416,0.762549586,0.623383519
4.145699403,1.13647031,3.948504444,0.662600231,0.594172009
2.851102863,1.050541125,4.827622099,0.816968427,0.561036279
3.1179978,0.355691007,0.55488071,0.62230926,0.425405623
2.508342823,1.273579088,2.559725173,1.621423253,1.105966971
3.805897553,1.866957969,5.178353416,0.762549586,0.623383519
4.145699403,1.13647031,3.948504444,0.662600231,0.594172009
2.280506274,2.042133363,5.459324553,0.530330135,0.36488388
1.1830737,0.319841737,0.504510314,0.321741948,0.392310201
1.168395441,1.124439313,2.400454207,0.993864288,1.04702785
2.694941084,4.360405776,3.523884366,0.700883024,0.412019884
3.122458995,1.895695517,3.886624189,0.398409705,0.388061556
2.280506274,2.042133363,5.459324553,0.530330135,0.36488388
1.1830737,0.319841737,0.504510314,0.321741948,0.392310201
1.168395441,1.124439313,2.400454207,0.993864288,1.04702785
2.694941084,4.360405776,3.523884366,0.700883024,0.412019884
3.122458995,1.895695517,3.886624189,0.398409705,0.388061556
2.280506274,2.042133363,5.459324553,0.530330135,0.36488388
1.1830737,0.319841737,0.504510314,0.321741948,0.392310201
1.168395441,1.124439313,2.400454207,0.993864288,1.04702785
2.694941084,4.360405776,3.523884366,0.700883024,0.412019884
3.122458995,1.895695517,3.886624189,0.398409705,0.388061556
2.280506274,2.042133363,5.459324553,0.530330135,0.36488388
